Aplicación,request,parámetro,valor,Teleported states,Mean fidel,Std fidel,Mean time,Std time,Queue size,Discarded qubits
TeleportationWithDemand,request1,nodes$gate_duration,100.0,299,0.9765886287625418,0.15145957000721716,295795.652173913,101.73573851024372,0,0
TeleportationWithDemand,request1,nodes$gate_duration,2138.775510204082,299,0.9565217391304348,0.20427299972938612,312289.9130434783,2115.4214850774497,0,0
TeleportationWithDemand,request1,nodes$gate_duration,4177.551020408164,299,0.959866220735786,0.19660196091682394,328374.09030100337,4415.285904597248,1,0
TeleportationWithDemand,request1,nodes$gate_duration,6216.326530612245,289,0.8858131487889274,0.31858974135827295,344663.4740484429,6541.674093428735,10,0
TeleportationWithDemand,request1,nodes$gate_duration,8255.102040816328,275,0.7818181818181819,0.4137645003042318,361940.54545454547,8444.545850926548,24,0
TeleportationWithDemand,request1,nodes$gate_duration,10293.877551020409,264,0.7916666666666666,0.40688778297473344,376603.2159090909,10068.100223433394,35,0
TeleportationWithDemand,request1,nodes$gate_duration,12332.65306122449,253,0.7272727272727273,0.4462445508173732,393753.48616600793,12573.922732928539,46,0
TeleportationWithDemand,request1,nodes$gate_duration,14371.428571428572,242,0.7107438016528925,0.45435680732647854,410205.53719008266,13852.825856714346,56,0
TeleportationWithDemand,request1,nodes$gate_duration,16410.204081632655,233,0.6866952789699571,0.4648356929066761,426420.8583690987,17034.119162414503,66,0
TeleportationWithDemand,request1,nodes$gate_duration,18448.979591836734,224,0.7589285714285714,0.4286915270545403,443819.35714285716,17557.704846512777,75,0
TeleportationWithDemand,request1,nodes$gate_duration,20487.755102040817,216,0.6759259259259259,0.4691150243974475,460698.09722222225,19427.070085735657,83,0
TeleportationWithDemand,request1,nodes$gate_duration,22526.5306122449,210,0.6571428571428571,0.4757984259890063,472526.3333333333,22146.86278199532,88,0
TeleportationWithDemand,request1,nodes$gate_duration,24565.30612244898,203,0.625615763546798,0.4851599615231372,490793.94088669954,27752.469000615994,96,0
TeleportationWithDemand,request1,nodes$gate_duration,26604.081632653062,196,0.5561224489795918,0.4981126072935125,506474.6530612245,26363.462681833964,102,0
TeleportationWithDemand,request1,nodes$gate_duration,28642.857142857145,188,0.6382978723404256,0.4817762107189398,528858.8829787234,29314.78972986194,111,0
TeleportationWithDemand,request1,nodes$gate_duration,30681.632653061224,184,0.6032608695652174,0.4905558544440117,541615.2119565217,29634.908204114694,115,0
TeleportationWithDemand,request1,nodes$gate_duration,32720.408163265307,177,0.5819209039548022,0.4946425872918896,561011.7514124294,34175.931020524826,121,0
TeleportationWithDemand,request1,nodes$gate_duration,34759.183673469386,173,0.5664739884393064,0.4970000066266668,574880.2716763006,34812.692701335574,126,0
TeleportationWithDemand,request1,nodes$gate_duration,36797.95918367347,168,0.6547619047619048,0.47686721231468754,591347.2678571428,37182.544843133786,131,0
TeleportationWithDemand,request1,nodes$gate_duration,38836.73469387755,164,0.5792682926829268,0.49518858151053613,604740.7804878049,40343.78315721248,134,0
TeleportationWithDemand,request1,nodes$gate_duration,40875.510204081635,159,0.5786163522012578,0.4953409233687689,623028.3018867924,42635.00969307431,139,0
TeleportationWithDemand,request1,nodes$gate_duration,42914.28571428572,155,0.5612903225806452,0.4978378050133845,640803.7806451613,47726.58779848645,143,0
TeleportationWithDemand,request1,nodes$gate_duration,44953.0612244898,152,0.618421052631579,0.4873799465192258,653441.0263157894,45675.77587287059,146,0
TeleportationWithDemand,request1,nodes$gate_duration,46991.836734693876,150,0.6533333333333333,0.47750282569411173,662782.8933333333,46752.813210428496,149,0
TeleportationWithDemand,request1,nodes$gate_duration,49030.61224489796,145,0.5793103448275863,0.49538096335101,686563.724137931,48339.468747724786,154,0
TeleportationWithDemand,request1,nodes$gate_duration,51069.38775510204,141,0.5106382978723404,0.5016689471382462,703552.0,54935.21686508833,157,0
TeleportationWithDemand,request1,nodes$gate_duration,53108.163265306124,138,0.6231884057971014,0.48635240821248354,718709.4782608695,54624.31133431065,160,0
TeleportationWithDemand,request1,nodes$gate_duration,55146.93877551021,136,0.6617647058823529,0.474858079933817,731707.6617647059,49803.64096019644,163,0
TeleportationWithDemand,request1,nodes$gate_duration,57185.71428571429,131,0.5725190839694656,0.4966121277236706,755972.213740458,58813.88671106218,167,0
TeleportationWithDemand,request1,nodes$gate_duration,59224.489795918365,130,0.5538461538461539,0.4990151302103884,763325.1692307693,59656.798556427304,168,0
TeleportationWithDemand,request1,nodes$gate_duration,61263.26530612245,128,0.5859375,0.49449479110016603,778403.359375,61134.73198564337,171,0
TeleportationWithDemand,request1,nodes$gate_duration,63302.04081632653,124,0.5806451612903226,0.49545534929711704,799884.5,63283.32041468207,174,0
TeleportationWithDemand,request1,nodes$gate_duration,65340.816326530614,121,0.5867768595041323,0.4944596627903249,817720.0,71077.58760678362,176,0
TeleportationWithDemand,request1,nodes$gate_duration,67379.59183673469,119,0.5798319327731093,0.49567277203590493,832333.3697478991,69880.50990275406,179,0
TeleportationWithDemand,request1,nodes$gate_duration,69418.36734693877,117,0.6666666666666666,0.4734320764739993,846190.7863247864,64640.022873074035,181,0
TeleportationWithDemand,request1,nodes$gate_duration,71457.14285714286,114,0.5877192982456141,0.4944184661036457,871670.5263157894,77066.74454752951,185,0
TeleportationWithDemand,request1,nodes$gate_duration,73495.91836734694,112,0.5178571428571429,0.5019267894130596,882960.0,69758.36689782991,185,0
