Aplicación,request,parámetro,valor,Generated entanglements,Mean fidel,Std fidel,Mean time,Std time,EPS
Capacity,request1,nodes$t1_mem_time,100.0,2040,0.26029411764705884,0.4389026305929913,48999.509803921566,697.8561403651729,20400.0
Capacity,request1,nodes$t1_mem_time,114.97569953977356,2040,0.25882352941176473,0.4380958712243359,49012.74509803922,693.1560008511284,20400.0
Capacity,request1,nodes$t1_mem_time,132.19411484660287,2040,0.25441176470588234,0.4356368301994361,49010.294117647056,700.5861147168785,20400.0
Capacity,request1,nodes$t1_mem_time,151.99110829529332,2040,0.24705882352941178,0.431406991847146,49000.490196078434,700.6616048801118,20400.0
Capacity,request1,nodes$t1_mem_time,174.7528400007683,2040,0.246078431372549,0.4308303896487739,49011.27450980392,694.9480298804211,20400.0
Capacity,request1,nodes$t1_mem_time,200.9233002565048,2040,0.2549019607843137,0.43591294805227543,49010.78431372549,714.7856059894398,20400.0
Capacity,request1,nodes$t1_mem_time,231.01297000831605,2040,0.26029411764705884,0.4389026305929913,48996.56862745098,715.201703987785,20400.0
Capacity,request1,nodes$t1_mem_time,265.6087782946687,2040,0.26372549019607844,0.440760236643726,49008.82352941176,709.9935332789894,20400.0
Capacity,request1,nodes$t1_mem_time,305.3855508833416,2040,0.2446078431372549,0.4299598429385355,49008.333333333336,708.2704633168939,20400.0
Capacity,request1,nodes$t1_mem_time,351.1191734215131,2041,0.2513473787359138,0.43389412885308165,48990.69083782459,710.1584764859439,20410.0
Capacity,request1,nodes$t1_mem_time,403.70172585965537,2040,0.2519607843137255,0.43424530309243936,49004.901960784315,710.0314564494296,20400.0
Capacity,request1,nodes$t1_mem_time,464.1588833612782,2040,0.2534313725490196,0.4350824111121081,49011.76470588235,712.0202615782101,20400.0
Capacity,request1,nodes$t1_mem_time,533.6699231206312,2041,0.2596766291033807,0.4385646075412916,48990.200881920624,710.4969324347726,20410.0
Capacity,request1,nodes$t1_mem_time,613.5907273413176,2041,0.25575698187163154,0.4363927756491044,48983.341499265065,703.4347144808611,20410.0
Capacity,request1,nodes$t1_mem_time,705.4802310718645,2040,0.24705882352941178,0.43140699184714604,48998.03921568627,704.4983177948302,20400.0
Capacity,request1,nodes$t1_mem_time,811.1308307896873,2040,0.24950980392156863,0.4328354169742909,49008.333333333336,698.5090031845223,20400.0
Capacity,request1,nodes$t1_mem_time,932.60334688322,2040,0.2411764705882353,0.4279020163440042,49002.94117647059,720.328501480204,20400.0
Capacity,request1,nodes$t1_mem_time,1072.2672220103232,2041,0.25575698187163154,0.4363927756491044,48992.1607055365,701.4951019662498,20410.0
Capacity,request1,nodes$t1_mem_time,1232.8467394420659,2042,0.2546523016650343,0.4357723060963154,48968.65817825661,714.5146413227566,20420.0
Capacity,request1,nodes$t1_mem_time,1417.4741629268049,2040,0.25,0.4331188714909442,49004.41176470588,722.021131294049,20400.0
Capacity,request1,nodes$t1_mem_time,1629.7508346206434,2040,0.23774509803921567,0.42580658104184876,48996.07843137255,714.8562336217723,20400.0
Capacity,request1,nodes$t1_mem_time,1873.817422860383,2040,0.24019607843137256,0.4273071821763514,48998.529411764706,708.3179822786312,20400.0
Capacity,request1,nodes$t1_mem_time,2154.4346900318847,2040,0.26323529411764707,0.44049698127726294,49014.705882352944,709.2048139543703,20400.0
Capacity,request1,nodes$t1_mem_time,2477.0763559917114,2039,0.26581657675331044,0.44187541672472075,49035.80186365866,695.6991329506468,20390.0
Capacity,request1,nodes$t1_mem_time,2848.035868435802,2039,0.24276606179499755,0.4288600034476894,49024.03138793526,691.2542333385917,20390.0
Capacity,request1,nodes$t1_mem_time,3274.5491628777286,2039,0.25404610102991665,0.4354304378151686,49033.840117704756,707.6842467307295,20390.0
Capacity,request1,nodes$t1_mem_time,3764.9358067924672,2039,0.2560078469838156,0.4365332604455191,49021.57920549289,711.2755528965818,20390.0
Capacity,request1,nodes$t1_mem_time,4328.7612810830615,2040,0.24509803921568626,0.43025077965632824,49012.74509803922,708.5509487741994,20400.0
Capacity,request1,nodes$t1_mem_time,4977.023564332114,2041,0.23762861342479177,0.4257347296658045,48983.341499265065,721.3255808684467,20410.0
Capacity,request1,nodes$t1_mem_time,5722.3676593502205,2041,0.2591866731994121,0.43829563500615265,48984.321411073004,710.3914569689578,20410.0
Capacity,request1,nodes$t1_mem_time,6579.332246575683,2040,0.24754901960784315,0.4316941687923499,49007.35294117647,714.4860336230854,20400.0
Capacity,request1,nodes$t1_mem_time,7564.633275546291,2040,0.246078431372549,0.4308303896487739,49004.41176470588,717.250586055175,20400.0
Capacity,request1,nodes$t1_mem_time,8697.490026177835,2040,0.24509803921568626,0.4302507796563283,48998.03921568627,720.3318389781085,20400.0
Capacity,request1,nodes$t1_mem_time,10000.0,2039,0.26483570377636095,0.44135392545841157,49029.91662579696,710.6283712011702,20390.0
Capacity,request1,nodes$t1_mem_time,11497.569953977356,2040,0.24509803921568626,0.43025077965632824,49012.25490196078,704.0461871005755,20400.0
Capacity,request1,nodes$t1_mem_time,13219.411484660288,2040,0.22941176470588234,0.4205576146821204,49003.43137254902,691.4938872981805,20400.0
Capacity,request1,nodes$t1_mem_time,15199.11082952933,2040,0.246078431372549,0.4308303896487739,49004.41176470588,699.947554301574,20400.0
Capacity,request1,nodes$t1_mem_time,17475.28400007683,2040,0.25,0.4331188714909442,49001.470588235294,704.8475006230241,20400.0
Capacity,request1,nodes$t1_mem_time,20092.33002565046,2039,0.25502697400686614,0.43598330175527994,49024.52182442374,699.3526758722404,20390.0
Capacity,request1,nodes$t1_mem_time,23101.29700083158,2042,0.2590597453476983,0.4382257861455157,48969.637610186095,694.3876402413214,20420.0
Capacity,request1,nodes$t1_mem_time,26560.87782946684,2041,0.25232729054385106,0.43445449533255504,48994.61048505634,719.1159862185708,20410.0
Capacity,request1,nodes$t1_mem_time,30538.555088334124,2040,0.26323529411764707,0.44049698127726294,49009.80392156863,694.6174059450273,20400.0
Capacity,request1,nodes$t1_mem_time,35111.917342151275,2041,0.2621264086232239,0.4398988137810424,48972.07251347379,700.6328138456389,20410.0
Capacity,request1,nodes$t1_mem_time,40370.1725859655,2041,0.27094561489465946,0.4445569919589995,48988.24105830475,722.1012996529283,20410.0
Capacity,request1,nodes$t1_mem_time,46415.88833612782,2041,0.31161195492405686,0.4632656866270471,48983.341499265065,699.9417381128638,20410.0
Capacity,request1,nodes$t1_mem_time,53366.99231206313,2040,0.3269607843137255,0.46921781085955155,48997.05882352941,691.1414363303924,20400.0
Capacity,request1,nodes$t1_mem_time,61359.072734131754,2040,0.33872549019607845,0.4733924224337664,49005.882352941175,709.3329388438412,20400.0
Capacity,request1,nodes$t1_mem_time,70548.02310718645,2042,0.38491674828599415,0.48669481720999797,48969.14789422135,701.0373489991748,20420.0
Capacity,request1,nodes$t1_mem_time,81113.08307896872,2040,0.40098039215686276,0.4902172148267035,48996.56862745098,706.9250325626031,20400.0
Capacity,request1,nodes$t1_mem_time,93260.334688322,2040,0.4406862745098039,0.4965911453873688,49001.96078431373,714.1779200262623,20400.0
Capacity,request1,nodes$t1_mem_time,107226.72220103232,2040,0.47058823529411764,0.4992565802931262,49015.686274509804,713.3210323216132,20400.0
Capacity,request1,nodes$t1_mem_time,123284.67394420659,2040,0.5122549019607843,0.499972352080605,49014.21568627451,705.4011985780784,20400.0
Capacity,request1,nodes$t1_mem_time,141747.4162926805,2041,0.5414012738853503,0.49840509960483137,48992.65066144047,712.9370898467964,20410.0
Capacity,request1,nodes$t1_mem_time,162975.08346206468,2039,0.5860716037273173,0.4926567904958941,49020.59833251594,709.2321484878142,20390.0
Capacity,request1,nodes$t1_mem_time,187381.74228603867,2040,0.6294117647058823,0.48308072900852206,49006.37254901961,709.6743227468717,20400.0
Capacity,request1,nodes$t1_mem_time,215443.46900318866,2041,0.6555609995100441,0.47530144338730906,48994.12052915237,717.4059500940232,20410.0
Capacity,request1,nodes$t1_mem_time,247707.6355991714,2040,0.7058823529411765,0.45575681834905735,49011.27450980392,712.3725069501319,20400.0
Capacity,request1,nodes$t1_mem_time,284803.5868435805,2040,0.7333333333333333,0.44232506500934804,49005.882352941175,715.5285283770214,20400.0
Capacity,request1,nodes$t1_mem_time,327454.9162877732,2041,0.766780989710926,0.4229841182194466,48983.831455169035,721.6764381512234,20410.0
Capacity,request1,nodes$t1_mem_time,376493.58067924716,2040,0.7877450980392157,0.4090045976369591,49016.666666666664,702.9097142396062,20400.0
Capacity,request1,nodes$t1_mem_time,432876.12810830615,2040,0.8063725490196079,0.39523718945808156,49009.80392156863,709.2895552295536,20400.0
Capacity,request1,nodes$t1_mem_time,497702.35643321136,2040,0.8200980392156862,0.3841999517683108,49014.705882352944,715.4015130879989,20400.0
Capacity,request1,nodes$t1_mem_time,572236.765935022,2040,0.8578431372549019,0.34929657457561863,49001.470588235294,711.0821724154454,20400.0
Capacity,request1,nodes$t1_mem_time,657933.2246575683,2040,0.8803921568627451,0.3245819632169393,49012.25490196078,693.5185209614925,20400.0
Capacity,request1,nodes$t1_mem_time,756463.3275546291,2041,0.8735913767760901,0.3323907569385054,48978.44194022538,711.616306262156,20410.0
Capacity,request1,nodes$t1_mem_time,869749.0026177834,2040,0.8911764705882353,0.3114940318271719,49012.25490196078,696.341461371082,20400.0
Capacity,request1,nodes$t1_mem_time,1000000.0,2041,0.9083782459578638,0.28856196194140155,48975.99216070554,710.5036931485514,20410.0
Capacity,request1,nodes$t1_mem_time,1149756.9953977356,2039,0.9377145659637077,0.24173253238170828,49022.56007846984,719.4760920977765,20390.0
Capacity,request1,nodes$t1_mem_time,1321941.1484660287,2040,0.9299019607843138,0.2553747694566079,49004.901960784315,708.648659911101,20400.0
Capacity,request1,nodes$t1_mem_time,1519911.0829529332,2040,0.9411764705882353,0.23535180898485042,48996.56862745098,711.7647873436026,20400.0
Capacity,request1,nodes$t1_mem_time,1747528.4000076829,2040,0.9504901960784313,0.21698309262136514,48997.549019607846,705.5402366632107,20400.0
Capacity,request1,nodes$t1_mem_time,2009233.0025650458,2041,0.9563939245467908,0.20426705329325626,48993.14061734444,703.5985823045631,20410.0
Capacity,request1,nodes$t1_mem_time,2310129.700083158,2041,0.9617834394904459,0.19176567129285524,48988.24105830475,702.8366144192341,20410.0
Capacity,request1,nodes$t1_mem_time,2656087.7829466895,2040,0.9549019607843138,0.20757005162737924,49001.96078431373,696.0943930619982,20400.0
Capacity,request1,nodes$t1_mem_time,3053855.5088334186,2041,0.9701126898579128,0.17031814820651497,48995.10044096031,710.5476362201487,20410.0
Capacity,request1,nodes$t1_mem_time,3511191.7342151348,2040,0.9735294117647059,0.16056940770635372,49014.705882352944,716.086725128701,20400.0
Capacity,request1,nodes$t1_mem_time,4037017.258596558,2041,0.9764821166095051,0.15157852685184858,48991.67074963253,684.8709634953833,20410.0
Capacity,request1,nodes$t1_mem_time,4641588.833612782,2039,0.9789112309955861,0.1437155606785953,49022.06964198136,716.4158371180948,20390.0
Capacity,request1,nodes$t1_mem_time,5336699.231206313,2039,0.9818538499264345,0.1335125823301688,49024.52182442374,701.4543663392054,20390.0
Capacity,request1,nodes$t1_mem_time,6135907.273413176,2041,0.9853013228809407,0.12037327500938245,48990.69083782459,707.3920363542312,20410.0
Capacity,request1,nodes$t1_mem_time,7054802.310718645,2041,0.9867711905928467,0.11428126239378479,48990.69083782459,703.9186972321961,20410.0
Capacity,request1,nodes$t1_mem_time,8111308.307896872,2040,0.9897058823529412,0.1009611084965069,49017.1568627451,709.4954343478416,20400.0
Capacity,request1,nodes$t1_mem_time,9326033.468832199,2040,0.9862745098039216,0.11637757603288844,49000.98039215686,697.5041468885838,20400.0
Capacity,request1,nodes$t1_mem_time,10722672.220103232,2039,0.9921530161844041,0.08825660758609366,49021.57920549289,710.5853628378838,20390.0
Capacity,request1,nodes$t1_mem_time,12328467.39442066,2042,0.9921645445641528,0.08819223333764181,48960.82272282076,707.9259469827314,20420.0
Capacity,request1,nodes$t1_mem_time,14174741.629268048,2040,0.9941176470588236,0.07648933792007638,48996.07843137255,703.7936253737414,20400.0
Capacity,request1,nodes$t1_mem_time,16297508.346206434,2040,0.9941176470588236,0.07648933792007638,49007.8431372549,707.2366458782624,20400.0
Capacity,request1,nodes$t1_mem_time,18738174.22860383,2042,0.9946131243878551,0.07321531463460226,48970.61704211557,690.8930315554668,20420.0
Capacity,request1,nodes$t1_mem_time,21544346.900318865,2040,0.9936274509803922,0.0795929962549603,49016.666666666664,699.412397293369,20400.0
Capacity,request1,nodes$t1_mem_time,24770763.55991714,2040,0.9946078431372549,0.07325101881867857,49009.313725490196,699.1983917198764,20400.0
Capacity,request1,nodes$t1_mem_time,28480358.68435805,2040,0.9955882352941177,0.06629068699870076,49005.882352941175,724.3841685333336,20400.0
Capacity,request1,nodes$t1_mem_time,32745491.628777318,2040,0.996078431372549,0.06251484355752851,49006.86274509804,702.3759584703128,20400.0
Capacity,request1,nodes$t1_mem_time,37649358.067924716,2040,0.9965686274509804,0.058491668870002914,49010.78431372549,703.7218874658503,20400.0
Capacity,request1,nodes$t1_mem_time,43287612.810830615,2040,0.9985294117647059,0.03832943744739672,49010.294117647056,708.9367953897477,20400.0
Capacity,request1,nodes$t1_mem_time,49770235.64332114,2040,0.9995098039215686,0.022140372138502392,49017.1568627451,717.7424657102478,20400.0
Capacity,request1,nodes$t1_mem_time,57223676.5935022,2041,0.9985301322880941,0.038320055651441184,48976.972072513476,704.9953717718105,20410.0
Capacity,request1,nodes$t1_mem_time,65793322.465756826,2042,0.9985308521057786,0.03831068074117449,48967.18903036239,705.8243258408511,20420.0
Capacity,request1,nodes$t1_mem_time,75646332.7554629,2040,0.9975490196078431,0.04945879286122402,49011.76470588235,709.950867290867,20400.0
Capacity,request1,nodes$t1_mem_time,86974900.26177834,2040,0.9990196078431373,0.03130353553156584,49002.450980392154,701.3571042550881,20400.0
Capacity,request1,nodes$t1_mem_time,100000000.0,2041,0.9995100440960314,0.022134947570948582,48992.1607055365,692.3512692581877,20410.0
