Aplicación,request,parámetro,valor,Teleported states,Mean fidel,Std fidel,Mean time,Std time,Queue size,Discarded qubits
TeleportationWithDemand,request1,nodes$teleport_queue_size,1.0,186,0.9301075268817204,0.2556538818293029,535048.3870967742,1051.5484493060756,1,112
TeleportationWithDemand,request1,nodes$teleport_queue_size,3.020408163265306,186,0.946236559139785,0.22615906374864583,534951.6129032258,982.4528490963175,3,110
TeleportationWithDemand,request1,nodes$teleport_queue_size,5.040816326530612,186,0.9247311827956989,0.2645366838010019,534897.8494623656,983.812605164617,5,108
TeleportationWithDemand,request1,nodes$teleport_queue_size,7.061224489795918,186,0.956989247311828,0.2034289035576647,534854.8387096775,1010.968615443813,7,106
TeleportationWithDemand,request1,nodes$teleport_queue_size,9.081632653061224,186,0.9086021505376344,0.28895184822033027,535043.0107526882,946.2755269247575,9,104
TeleportationWithDemand,request1,nodes$teleport_queue_size,11.102040816326529,186,0.9354838709677419,0.2463331785886409,534930.1075268817,992.1077694551688,11,102
TeleportationWithDemand,request1,nodes$teleport_queue_size,13.122448979591836,186,0.9086021505376344,0.28895184822033027,535069.8924731183,1013.6671393788758,13,100
TeleportationWithDemand,request1,nodes$teleport_queue_size,15.142857142857142,186,0.946236559139785,0.22615906374864583,534973.1182795699,1021.0370758491807,15,98
TeleportationWithDemand,request1,nodes$teleport_queue_size,17.163265306122447,186,0.9354838709677419,0.2463331785886409,535043.0107526882,985.4506829529337,17,96
TeleportationWithDemand,request1,nodes$teleport_queue_size,19.183673469387752,186,0.9301075268817204,0.2556538818293029,535048.3870967742,937.4044560439133,19,94
TeleportationWithDemand,request1,nodes$teleport_queue_size,21.204081632653057,186,0.9247311827956989,0.2645366838010019,535021.5053763441,1007.8448467428278,21,92
TeleportationWithDemand,request1,nodes$teleport_queue_size,23.224489795918366,186,0.9408602150537635,0.23652281034607966,534887.0967741936,1004.3931400469248,23,90
TeleportationWithDemand,request1,nodes$teleport_queue_size,25.24489795918367,186,0.9247311827956989,0.2645366838010019,534903.2258064516,976.0872372292237,25,88
TeleportationWithDemand,request1,nodes$teleport_queue_size,27.265306122448976,186,0.9354838709677419,0.2463331785886409,535026.8817204301,1041.9980583004408,27,86
TeleportationWithDemand,request1,nodes$teleport_queue_size,29.285714285714285,186,0.9354838709677419,0.2463331785886409,535075.2688172043,977.9908708995795,29,84
TeleportationWithDemand,request1,nodes$teleport_queue_size,31.30612244897959,186,0.9086021505376344,0.28895184822033027,535102.1505376344,972.7618518728873,31,82
TeleportationWithDemand,request1,nodes$teleport_queue_size,33.326530612244895,186,0.9354838709677419,0.2463331785886409,535010.752688172,947.1964168110866,33,80
TeleportationWithDemand,request1,nodes$teleport_queue_size,35.3469387755102,186,0.946236559139785,0.22615906374864583,534913.9784946237,998.9823360015566,35,78
TeleportationWithDemand,request1,nodes$teleport_queue_size,37.367346938775505,186,0.9516129032258065,0.21516198962305763,534956.9892473118,963.2599884190976,37,76
TeleportationWithDemand,request1,nodes$teleport_queue_size,39.38775510204081,186,0.9516129032258065,0.21516198962305763,535005.376344086,994.5652959307423,39,74
TeleportationWithDemand,request1,nodes$teleport_queue_size,41.408163265306115,186,0.9354838709677419,0.2463331785886409,535053.7634408602,962.7167796352879,41,72
TeleportationWithDemand,request1,nodes$teleport_queue_size,43.42857142857142,186,0.946236559139785,0.22615906374864583,534994.623655914,950.0913858062912,43,70
TeleportationWithDemand,request1,nodes$teleport_queue_size,45.44897959183673,186,0.9193548387096774,0.2730243289886518,534978.4946236559,1007.8448467428278,45,68
TeleportationWithDemand,request1,nodes$teleport_queue_size,47.469387755102034,186,0.9354838709677419,0.2463331785886409,535037.6344086021,949.3569918912967,47,66
TeleportationWithDemand,request1,nodes$teleport_queue_size,49.48979591836734,186,0.9301075268817204,0.2556538818293029,534951.6129032258,954.5467755136034,49,64
TeleportationWithDemand,request1,nodes$teleport_queue_size,51.51020408163265,186,0.9193548387096774,0.2730243289886518,534973.1182795699,1015.729245147463,51,62
TeleportationWithDemand,request1,nodes$teleport_queue_size,53.53061224489795,186,0.9516129032258065,0.21516198962305763,535096.7741935484,959.3299027182182,53,60
TeleportationWithDemand,request1,nodes$teleport_queue_size,55.55102040816326,186,0.9247311827956989,0.2645366838010019,535069.8924731183,930.2466916331341,55,58
TeleportationWithDemand,request1,nodes$teleport_queue_size,57.57142857142857,186,0.9354838709677419,0.2463331785886409,535145.1612903225,961.6445518563929,57,56
TeleportationWithDemand,request1,nodes$teleport_queue_size,59.59183673469387,186,0.9193548387096774,0.27302432898865175,535048.3870967742,982.4528490963175,59,54
TeleportationWithDemand,request1,nodes$teleport_queue_size,61.61224489795918,186,0.9301075268817204,0.2556538818293029,535059.1397849462,901.4986392506449,61,52
TeleportationWithDemand,request1,nodes$teleport_queue_size,63.63265306122448,186,0.9247311827956989,0.2645366838010019,535043.0107526882,974.4185070649991,63,50
TeleportationWithDemand,request1,nodes$teleport_queue_size,65.65306122448979,186,0.967741935483871,0.1771615786072478,534908.6021505377,1064.021531379226,65,48
TeleportationWithDemand,request1,nodes$teleport_queue_size,67.67346938775509,186,0.946236559139785,0.22615906374864583,535005.376344086,944.384895353853,67,46
TeleportationWithDemand,request1,nodes$teleport_queue_size,69.6938775510204,186,0.9301075268817204,0.2556538818293029,534892.4731182796,1013.0218704866534,69,44
TeleportationWithDemand,request1,nodes$teleport_queue_size,71.71428571428571,186,0.9354838709677419,0.24633317858864087,534946.2365591398,1017.3159321958187,71,42
