Capacity,request1,nodes$t1_mem_time,1000000.0,194,0.4072164948453608,0.4925870003229197,514896.90721649484,3597.5942914185216,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1072267.222010323,194,0.44329896907216493,0.49805990785487164,514896.90721649484,3450.567381691788,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1149756.9953977356,194,0.4329896907216495,0.49677126427797647,515103.09278350516,3668.898935739855,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1232846.7394420658,194,0.4587628865979381,0.49958585487129165,514845.3608247423,3595.7378516997683,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1321941.1484660287,194,0.4742268041237113,0.500627243977524,515025.7731958763,3616.937081983748,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1417474.1629268047,194,0.4793814432989691,0.5008672570527478,514871.13402061857,3392.90508634571,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1519911.0829529332,194,0.4690721649484536,0.5003337383062596,515335.05154639174,3491.8273564832275,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1629750.8346206434,194,0.5309278350515464,0.5003337383062596,514845.3608247423,3334.045469929256,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1747528.4000076829,194,0.520618556701031,0.5008672570527478,515025.7731958763,3507.85287355246,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,1873817.422860383,193,0.46632124352331605,0.5001618908897854,515647.6683937824,3418.7301574509497,1930.0,5000,100
Capacity,request1,nodes$t1_mem_time,2009233.0025650458,194,0.6237113402061856,0.4857072607927491,515051.54639175255,3562.5313641615257,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,2154434.6900318824,194,0.5567010309278351,0.49805990785487164,515231.9587628866,3680.6185105294935,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,2310129.700083158,194,0.6855670103092784,0.46549092492317623,514974.2268041237,3722.826335939936,1940.0,5000,100
Capacity,request1,nodes$t1_mem_time,2477076.355991709,194,0.5412371134020618,0.4995858548712917,514742.26804123714,3765.8909604115065,1940.0,5000,100
