Aplicación,request,parámetro,valor,Teleported states,Mean fidel,Std fidel,Mean time,Std time,Queue size,Discarded qubits
TeleportationWithDemand,request1,nodes$gate_duration,100.0,299,0.9832775919732442,0.12844433103118147,295801.67224080267,104.73943187385186,0,0
TeleportationWithDemand,request1,nodes$gate_duration,2138.775510204082,299,0.9765886287625418,0.15145957000721716,311975.2909698997,2126.9095531468133,0,0
TeleportationWithDemand,request1,nodes$gate_duration,4177.551020408164,299,0.9565217391304348,0.20427299972938612,328583.6387959866,4352.169816390967,1,0
TeleportationWithDemand,request1,nodes$gate_duration,6216.326530612245,289,0.8961937716262975,0.30553807925975335,344577.4394463668,6116.244829116031,10,0
TeleportationWithDemand,request1,nodes$gate_duration,8255.102040816328,276,0.8260869565217391,0.3797232193587299,361069.90942028986,8133.985889237264,23,0
TeleportationWithDemand,request1,nodes$gate_duration,10293.877551020409,264,0.7840909090909091,0.4122330075826235,376603.2159090909,10537.300620901886,35,0
TeleportationWithDemand,request1,nodes$gate_duration,12332.65306122449,253,0.7114624505928854,0.4539804506545524,393850.9723320158,12763.337699262756,46,0
TeleportationWithDemand,request1,nodes$gate_duration,14371.428571428572,242,0.7727272727272727,0.41993874281595206,411393.2231404959,14508.088144254365,57,0
TeleportationWithDemand,request1,nodes$gate_duration,16410.204081632655,233,0.7167381974248928,0.451552499286909,427547.7253218884,14236.343258453084,66,0
TeleportationWithDemand,request1,nodes$gate_duration,18448.979591836734,226,0.6238938053097345,0.48548245626307956,440461.66371681413,18283.648474031834,73,0
TeleportationWithDemand,request1,nodes$gate_duration,20487.755102040817,218,0.6880733944954128,0.46434628160759744,456734.52752293576,19597.877127622196,81,0
TeleportationWithDemand,request1,nodes$gate_duration,22526.5306122449,210,0.7,0.45935257122279743,474564.4,21580.802140020158,89,0
TeleportationWithDemand,request1,nodes$gate_duration,24565.30612244898,203,0.5763546798029556,0.49535716918666345,490793.94088669954,25155.17208075369,96,0
TeleportationWithDemand,request1,nodes$gate_duration,26604.081632653062,195,0.5948717948717949,0.4921804620157741,509742.0307692308,26119.263242065743,104,0
TeleportationWithDemand,request1,nodes$gate_duration,28642.857142857145,189,0.6137566137566137,0.488180691195952,527318.4444444445,30030.297398526905,110,0
TeleportationWithDemand,request1,nodes$gate_duration,30681.632653061224,185,0.5945945945945946,0.4923026783844831,538292.0378378378,30013.981680349298,114,0
TeleportationWithDemand,request1,nodes$gate_duration,32720.408163265307,179,0.6145251396648045,0.4880725369560746,556394.4134078212,30432.115429485464,120,0
TeleportationWithDemand,request1,nodes$gate_duration,34759.183673469386,173,0.630057803468208,0.48419016193888426,573875.676300578,34546.920725017684,125,0
