Aplicación,request,parámetro,valor,Teleported states,Mean fidel,Std fidel,Mean time,Std time,Queue size,Discarded qubits
TeleportationWithDemand,request1,requests$demand_rate,1000.0,99,0.9494949494949495,0.2200991137469465,523080.8080808081,965.4941388630654,0,0
TeleportationWithDemand,request1,requests$demand_rate,1040.8163265306123,103,0.9611650485436893,0.1941462000702391,522844.66019417474,987.7413485499411,0,0
TeleportationWithDemand,request1,requests$demand_rate,1081.6326530612246,107,0.9532710280373832,0.21205097153765942,522822.42990654206,1044.4198905499675,0,0
TeleportationWithDemand,request1,requests$demand_rate,1122.4489795918366,111,0.9369369369369369,0.24417874523238012,523072.0720720721,1041.9536869110284,0,0
TeleportationWithDemand,request1,requests$demand_rate,1163.265306122449,115,0.9565217391304348,0.20482360180554884,523017.39130434784,982.1441697119425,0,0
TeleportationWithDemand,request1,requests$demand_rate,1204.0816326530612,119,0.9243697478991597,0.2655235910086696,523067.2268907563,945.3821076370394,0,0
TeleportationWithDemand,request1,requests$demand_rate,1244.8979591836735,123,0.9105691056910569,0.2865318361649869,522878.0487804878,910.6416928094862,0,0
TeleportationWithDemand,request1,requests$demand_rate,1285.7142857142858,127,0.952755905511811,0.21300077190915476,522960.6299212598,1086.7278306125097,0,0
TeleportationWithDemand,request1,requests$demand_rate,1326.5306122448978,131,0.916030534351145,0.2784066737410553,523091.6030534351,956.3583306512206,0,0
TeleportationWithDemand,request1,requests$demand_rate,1367.3469387755101,136,0.9558823529411765,0.2061156474669474,523088.23529411765,969.693256083204,0,0
TeleportationWithDemand,request1,requests$demand_rate,1408.1632653061224,140,0.9285714285714286,0.25846411723336965,522971.4285714286,1092.4387419591071,0,0
TeleportationWithDemand,request1,requests$demand_rate,1448.9795918367347,144,0.9166666666666666,0.2773500981126145,522944.44444444444,1036.2504879685578,0,0
TeleportationWithDemand,request1,requests$demand_rate,1489.795918367347,148,0.9391891891891891,0.23979445141610425,523101.35135135136,1028.4382510664725,0,0
TeleportationWithDemand,request1,requests$demand_rate,1530.612244897959,152,0.9671052631578947,0.17895070015146208,523085.5263157895,883.5815058321379,0,0
TeleportationWithDemand,request1,requests$demand_rate,1571.4285714285716,156,0.9423076923076923,0.23391160766090935,522993.58974358975,1025.4616261629867,0,0
TeleportationWithDemand,request1,requests$demand_rate,1612.2448979591836,160,0.90625,0.2923957643654708,522918.75,1075.5830655126595,0,0
