Teleportation,Request,Element$Parameter,Value,Teleported states,Mean fidelity,STD fidelity,Mean time,STD time
Teleportation,request1,links$source_fidelity_sq,0.5,1229,0.5097640358014646,0.3557151254367472,813029.2921074044,973.1515862807053
Teleportation,request1,links$source_fidelity_sq,0.5102040816326531,1230,0.5085365853658537,0.35816679734763357,812975.6097560975,989.4760687910921
Teleportation,request1,links$source_fidelity_sq,0.5204081632653061,1230,0.5227642276422764,0.35839643948063615,812969.918699187,985.6112879629902
Teleportation,request1,links$source_fidelity_sq,0.5306122448979592,1230,0.5,0.35570441463942903,812968.2926829269,1043.310830736193
Teleportation,request1,links$source_fidelity_sq,0.5408163265306123,1230,0.5,0.35911925532383393,812946.3414634146,1009.4986375700514
Teleportation,request1,links$source_fidelity_sq,0.5510204081632653,1229,0.5268510984540277,0.35882761704598476,813038.2424735557,1020.6350627852789
Teleportation,request1,links$source_fidelity_sq,0.5612244897959183,1230,0.4967479674796748,0.35796981098071795,812988.6178861789,996.266688804215
Teleportation,request1,links$source_fidelity_sq,0.5714285714285714,1229,0.5138323840520749,0.360131230007397,813018.7144019528,954.4041444656433
Teleportation,request1,links$source_fidelity_sq,0.5816326530612245,1230,0.5239837398373983,0.36029831198133055,812966.6666666666,995.3649020888166
Teleportation,request1,links$source_fidelity_sq,0.5918367346938775,1230,0.5178861788617887,0.36093462447494046,812987.8048780488,1005.6055554204842
Teleportation,request1,links$source_fidelity_sq,0.6020408163265306,1230,0.5252032520325203,0.36330762751521445,812997.5609756098,995.1030150281772
Teleportation,request1,links$source_fidelity_sq,0.6122448979591837,1229,0.5455655004068348,0.3614668045557981,813043.1244914564,1012.4286285830714
Teleportation,request1,links$source_fidelity_sq,0.6224489795918368,1230,0.5231707317073171,0.3642816019982163,812989.430894309,1019.2861945101444
Teleportation,request1,links$source_fidelity_sq,0.6326530612244898,1229,0.5097640358014646,0.36531503468748083,813017.9007323027,1020.7960519684855
Teleportation,request1,links$source_fidelity_sq,0.6428571428571428,1230,0.5345528455284553,0.36337795012064467,812986.1788617886,998.2755842490265
Teleportation,request1,links$source_fidelity_sq,0.6530612244897959,1230,0.5560975609756098,0.3643258632822729,812979.674796748,1012.7309508346415
Teleportation,request1,links$source_fidelity_sq,0.6632653061224489,1229,0.5378356387306753,0.36710266561301635,813022.7827502034,979.1649050252704
