Teleportation,Request,Element$Parameter,Value,Teleported states,Mean fidelity,STD fidelity,Mean time,STD time
Teleportation,request1,links$source_fidelity_sq,0.5,838,0.5268496420047732,0.3644046929347187,1193033.4128878282,1002.4250399614477
Teleportation,request1,links$source_fidelity_sq,0.5102040816326531,838,0.5363961813842482,0.36275185535522275,1192926.0143198092,1002.6326682375551
Teleportation,request1,links$source_fidelity_sq,0.5204081632653061,838,0.5262529832935561,0.36485776408593723,1192965.3937947494,960.3839958120226
Teleportation,request1,links$source_fidelity_sq,0.5306122448979592,838,0.538782816229117,0.36332718167912803,1192965.3937947494,1013.6443236519618
Teleportation,request1,links$source_fidelity_sq,0.5408163265306123,838,0.535799522673031,0.36812355452703827,1193017.8997613366,1003.417995915969
Teleportation,request1,links$source_fidelity_sq,0.5510204081632653,838,0.548926014319809,0.36660806539351326,1193009.5465393795,1026.485360617231
Teleportation,request1,links$source_fidelity_sq,0.5612244897959183,838,0.5119331742243437,0.37128191547926925,1192912.8878281624,1016.3777199450867
Teleportation,request1,links$source_fidelity_sq,0.5714285714285714,838,0.5656324582338902,0.36725305798417646,1193034.6062052506,993.4050273902005
Teleportation,request1,links$source_fidelity_sq,0.5816326530612245,838,0.5531026252983293,0.36724772007774137,1193016.706443914,970.1433646072733
Teleportation,request1,links$source_fidelity_sq,0.5918367346938775,838,0.5626491646778043,0.3689905485451753,1192965.3937947494,989.7904271424145
Teleportation,request1,links$source_fidelity_sq,0.6020408163265306,838,0.551909307875895,0.3714609104786375,1193000.0,1028.8549039495915
Teleportation,request1,links$source_fidelity_sq,0.6122448979591837,838,0.5531026252983293,0.3688707511209395,1192997.6133651552,1033.4866499339837
Teleportation,request1,links$source_fidelity_sq,0.6224489795918368,838,0.5668257756563246,0.3742898597608116,1193032.2195704058,988.6633818823694
Teleportation,request1,links$source_fidelity_sq,0.6326530612244898,838,0.5751789976133651,0.3774778323546764,1192971.3603818617,986.9595668398355
Teleportation,request1,links$source_fidelity_sq,0.6428571428571428,838,0.5775656324582339,0.37699407518457234,1193053.6992840096,1032.670345886374
Teleportation,request1,links$source_fidelity_sq,0.6530612244897959,838,0.5936754176610979,0.3729127170269669,1193039.3794749402,1020.5185725414281
Teleportation,request1,links$source_fidelity_sq,0.6632653061224489,838,0.5984486873508353,0.3716796183569643,1193003.5799522672,965.9614657620427
Teleportation,request1,links$source_fidelity_sq,0.673469387755102,838,0.5883054892601431,0.3801612463567016,1193031.0262529834,982.0329275312496
Teleportation,request1,links$source_fidelity_sq,0.6836734693877551,838,0.6050119331742243,0.3750889179816889,1192998.8066825776,1004.7668980086991
Teleportation,request1,links$source_fidelity_sq,0.6938775510204082,838,0.6062052505966588,0.3795043814029806,1192990.4534606205,976.3778841321727
Teleportation,request1,links$source_fidelity_sq,0.7040816326530612,838,0.6223150357995226,0.37421795607719854,1192991.646778043,1042.0900372302312
Teleportation,request1,links$source_fidelity_sq,0.7142857142857143,838,0.6252983293556086,0.37760433835072876,1193023.8663484487,1044.7128495000077
Teleportation,request1,links$source_fidelity_sq,0.7244897959183674,838,0.6127684964200477,0.38036230148667566,1193008.353221957,984.3103265394807
Teleportation,request1,links$source_fidelity_sq,0.7346938775510203,838,0.6354415274463007,0.38237356338679396,1192979.7136038186,982.921748056056
Teleportation,request1,links$source_fidelity_sq,0.7448979591836735,838,0.6449880668257757,0.3740922104726083,1193002.3866348448,997.0058081664793
Teleportation,request1,links$source_fidelity_sq,0.7551020408163265,838,0.6241050119331742,0.3819291388405964,1193026.2529832935,990.6507005372583
Teleportation,request1,links$source_fidelity_sq,0.7653061224489796,838,0.6354415274463007,0.383153903206307,1193042.9594272077,980.3648533396686
